Country,Province,County,Continent,Population,StatsName
US,Pennsylvania,Northumberland,North America,90843,"Northumberland, Pennsylvania, US"
US,South Carolina,Lexington,North America,298750,"Lexington, South Carolina, US"
US,Oregon,Grant,North America,7199,"Grant, Oregon, US"
US,Pennsylvania,Venango,North America,50668,"Venango, Pennsylvania, US"
US,South Carolina,Lee,North America,16828,"Lee, South Carolina, US"
US,Oregon,Gilliam,North America,1912,"Gilliam, Oregon, US"
US,Pennsylvania,Schuylkill,North America,141359,"Schuylkill, Pennsylvania, US"
US,South Carolina,Laurens,North America,67493,"Laurens, South Carolina, US"
US,Oregon,Marion,North America,347818,"Marion, Oregon, US"
US,Pennsylvania,Potter,North America,16526,"Potter, Pennsylvania, US"
US,South Carolina,Lancaster,North America,98012,"Lancaster, South Carolina, US"
US,Ohio,Adams,North America,27698,"Adams, Ohio, US"
US,Pennsylvania,Pike,North America,55809,"Pike, Pennsylvania, US"
US,South Carolina,Kershaw,North America,66551,"Kershaw, South Carolina, US"
US,Northern Mariana Islands,,Oceania,55144,"Northern Mariana Islands, US"
US,Pennsylvania,Philadelphia,North America,1584064,"Philadelphia, Pennsylvania, US"
US,North Dakota,Sargent,North America,3898,"Sargent, North Dakota, US"
US,North Dakota,,North America,762062,"North Dakota, US"
US,Pennsylvania,Perry,North America,46272,"Perry, Pennsylvania, US"
US,North Dakota,Rolette,North America,14176,"Rolette, North Dakota, US"
US,Puerto Rico,Salinas,North America,27128,"Salinas, Puerto Rico, US"
US,North Dakota,McHenry,North America,5745,"McHenry, North Dakota, US"
US,North Dakota,Richland,North America,16177,"Richland, North Dakota, US"
US,Pennsylvania,Carbon,North America,64182,"Carbon, Pennsylvania, US"
US,Puerto Rico,Sabana Grande,North America,21712,"Sabana Grande, Puerto Rico, US"
US,North Dakota,Renville,North America,2327,"Renville, North Dakota, US"
US,Pennsylvania,Cameron,North America,4447,"Cameron, Pennsylvania, US"
US,Tennessee,Rutherford,North America,332285,"Rutherford, Tennessee, US"
US,Tennessee,Sullivan,North America,158348,"Sullivan, Tennessee, US"
US,South Dakota,Brule,North America,5297,"Brule, South Dakota, US"
US,Ohio,Montgomery,North America,531687,"Montgomery, Ohio, US"
US,Ohio,Sandusky,North America,58518,"Sandusky, Ohio, US"
US,Tennessee,Stewart,North America,13715,"Stewart, Tennessee, US"
US,Ohio,Monroe,North America,13654,"Monroe, Ohio, US"
US,Ohio,Ross,North America,76666,"Ross, Ohio, US"
US,Tennessee,Smith,North America,20157,"Smith, Tennessee, US"
US,Ohio,Miami,North America,106987,"Miami, Ohio, US"
US,Ohio,Richland,North America,121154,"Richland, Ohio, US"
US,Tennessee,Shelby,North America,937166,"Shelby, Tennessee, US"
US,Ohio,Mercer,North America,41172,"Mercer, Ohio, US"
US,Ohio,Putnam,North America,33861,"Putnam, Ohio, US"
US,North Dakota,Golden Valley,North America,1761,"Golden Valley, North Dakota, US"
US,Ohio,Meigs,North America,22907,"Meigs, Ohio, US"
US,Puerto Rico,Mayaguez,North America,71530,"Mayaguez, Puerto Rico, US"
US,Pennsylvania,Northampton,North America,305285,"Northampton, Pennsylvania, US"
US,South Dakota,Jones,North America,903,"Jones, South Dakota, US"
US,Oklahoma,Ellis,North America,3859,"Ellis, Oklahoma, US"
US,Tennessee,McNairy,North America,25694,"McNairy, Tennessee, US"
US,Pennsylvania,Union,North America,44923,"Union, Pennsylvania, US"
US,Pennsylvania,York,North America,449058,"York, Pennsylvania, US"
US,Oregon,Douglas,North America,110980,"Douglas, Oregon, US"
US,Pennsylvania,Unassigned,North America,0,"Unassigned, Pennsylvania, US"
US,Pennsylvania,Wyoming,North America,26794,"Wyoming, Pennsylvania, US"
US,Tennessee,Coffee,North America,56520,"Coffee, Tennessee, US"
US,Oregon,Columbia,North America,52354,"Columbia, Oregon, US"
US,Pennsylvania,Tioga,North America,40591,"Tioga, Pennsylvania, US"
US,North Dakota,Adams,North America,2216,"Adams, North Dakota, US"
US,Oregon,Clatsop,North America,40224,"Clatsop, Oregon, US"
US,Pennsylvania,Susquehanna,North America,40328,"Susquehanna, Pennsylvania, US"
US,North Carolina,,North America,10488084,"North Carolina, US"
US,Oregon,Clackamas,North America,418187,"Clackamas, Oregon, US"
US,North Carolina,Washington,North America,11580,"Washington, North Carolina, US"
US,North Carolina,Yancey,North America,18069,"Yancey, North Carolina, US"
US,Oregon,Benton,North America,93053,"Benton, Oregon, US"
US,Tennessee,Lauderdale,North America,25633,"Lauderdale, Tennessee, US"
US,North Carolina,Yadkin,North America,37667,"Yadkin, North Carolina, US"
US,Pennsylvania,Juniata,North America,24763,"Juniata, Pennsylvania, US"
US,South Carolina,Beaufort,North America,192122,"Beaufort, South Carolina, US"
US,North Dakota,Logan,North America,1850,"Logan, North Dakota, US"
US,Pennsylvania,Columbia,North America,64964,"Columbia, Pennsylvania, US"
US,Pennsylvania,Jefferson,North America,43425,"Jefferson, Pennsylvania, US"
US,North Dakota,Ransom,North America,5218,"Ransom, North Dakota, US"
US,Pennsylvania,Clinton,North America,38632,"Clinton, Pennsylvania, US"
US,Pennsylvania,Indiana,North America,84073,"Indiana, Pennsylvania, US"
US,North Dakota,Ramsey,North America,11519,"Ramsey, North Dakota, US"
US,North Carolina,Swain,North America,14271,"Swain, North Carolina, US"
US,Pennsylvania,Huntingdon,North America,45144,"Huntingdon, Pennsylvania, US"
US,North Dakota,Pierce,North America,3975,"Pierce, North Dakota, US"
US,North Carolina,Surry,North America,71783,"Surry, North Carolina, US"
US,Oklahoma,Love,North America,10253,"Love, Oklahoma, US"
US,Oklahoma,Payne,North America,81784,"Payne, Oklahoma, US"
US,North Dakota,Pembina,North America,6801,"Pembina, North Dakota, US"
US,Oklahoma,Logan,North America,48011,"Logan, Oklahoma, US"
US,Oklahoma,Pawnee,North America,16376,"Pawnee, Oklahoma, US"
US,North Dakota,Oliver,North America,1959,"Oliver, North Dakota, US"
US,Oklahoma,Lincoln,North America,34877,"Lincoln, Oklahoma, US"
US,Ohio,Preble,North America,40882,"Preble, Ohio, US"
US,North Dakota,Foster,North America,3210,"Foster, North Dakota, US"
US,Ohio,Medina,North America,179746,"Medina, Ohio, US"
US,Pennsylvania,Montour,North America,18230,"Montour, Pennsylvania, US"
US,Puerto Rico,Maunabo,North America,10321,"Maunabo, Puerto Rico, US"
US,North Dakota,Emmons,North America,3241,"Emmons, North Dakota, US"
US,Oklahoma,Dewey,North America,4891,"Dewey, Oklahoma, US"
US,Tennessee,McMinn,North America,53794,"McMinn, Tennessee, US"
US,Puerto Rico,Maricao,North America,5430,"Maricao, Puerto Rico, US"
US,Oklahoma,Delaware,North America,43009,"Delaware, Oklahoma, US"
US,Tennessee,Maury,North America,96387,"Maury, Tennessee, US"
US,Puerto Rico,Manati,North America,37287,"Manati, Puerto Rico, US"
US,Oklahoma,Stephens,North America,43143,"Stephens, Oklahoma, US"
US,Tennessee,Marshall,North America,34375,"Marshall, Tennessee, US"
US,Rhode Island,Washington,North America,125577,"Washington, Rhode Island, US"
US,Oklahoma,Sequoyah,North America,41569,"Sequoyah, Oklahoma, US"
US,Tennessee,Marion,North America,28907,"Marion, Tennessee, US"
US,Rhode Island,Unassigned,North America,0,"Unassigned, Rhode Island, US"
US,Puerto Rico,Yauco,North America,33575,"Yauco, Puerto Rico, US"
US,South Carolina,Greenwood,North America,70811,"Greenwood, South Carolina, US"
US,North Dakota,Williams,North America,37589,"Williams, North Dakota, US"
US,North Carolina,Warren,North America,19731,"Warren, North Carolina, US"
US,Oregon,Baker,North America,16124,"Baker, Oregon, US"
US,Tennessee,Lake,North America,7016,"Lake, Tennessee, US"
US,North Carolina,Wilson,North America,81801,"Wilson, North Carolina, US"
US,Oklahoma,,North America,3956971,"Oklahoma, US"
US,North Carolina,Moore,North America,100880,"Moore, North Carolina, US"
US,North Carolina,Wilkes,North America,68412,"Wilkes, North Carolina, US"
US,Pennsylvania,Cambria,North America,130192,"Cambria, Pennsylvania, US"
US,Tennessee,Robertson,North America,71813,"Robertson, Tennessee, US"
US,Oregon,Yamhill,North America,107100,"Yamhill, Oregon, US"
US,South Dakota,Brown,North America,38839,"Brown, South Dakota, US"
US,Tennessee,Roane,North America,53382,"Roane, Tennessee, US"
US,Oregon,Wheeler,North America,1332,"Wheeler, Oregon, US"
US,Pennsylvania,Greene,North America,36233,"Greene, Pennsylvania, US"
US,Tennessee,Rhea,North America,33167,"Rhea, Tennessee, US"
US,Oregon,Washington,North America,601592,"Washington, Oregon, US"
US,Pennsylvania,Fulton,North America,14530,"Fulton, Pennsylvania, US"
US,South Dakota,Edmunds,North America,3829,"Edmunds, South Dakota, US"
US,Oregon,Wasco,North America,26682,"Wasco, Oregon, US"
US,Ohio,Lorain,North America,309833,"Lorain, Ohio, US"
US,South Dakota,Douglas,North America,2921,"Douglas, South Dakota, US"
US,Ohio,Crawford,North America,41494,"Crawford, Ohio, US"
US,Ohio,Hancock,North America,75783,"Hancock, Ohio, US"
US,Oklahoma,Out of OK,North America,0,"Out of OK, Oklahoma, US"
US,North Dakota,Nelson,North America,2879,"Nelson, North Dakota, US"
US,Oklahoma,Le Flore,North America,49853,"Le Flore, Oklahoma, US"
US,Ohio,Hamilton,North America,817473,"Hamilton, Ohio, US"
US,South Dakota,Jerauld,North America,2013,"Jerauld, South Dakota, US"
US,North Dakota,Mountrail,North America,10545,"Mountrail, North Dakota, US"
US,Ohio,Guernsey,North America,38875,"Guernsey, Ohio, US"
US,North Carolina,Granville,North America,60443,"Granville, North Carolina, US"
US,North Dakota,Morton,North America,31364,"Morton, North Dakota, US"
US,Ohio,Greene,North America,168937,"Greene, Ohio, US"
US,North Carolina,Graham,North America,8441,"Graham, North Carolina, US"
US,North Dakota,Mercer,North America,8187,"Mercer, North Dakota, US"
US,Ohio,Geauga,North America,93649,"Geauga, Ohio, US"
US,North Carolina,Gates,North America,11562,"Gates, North Carolina, US"
US,North Dakota,McLean,North America,9450,"McLean, North Dakota, US"
US,Oklahoma,Blaine,North America,9429,"Blaine, Oklahoma, US"
US,Ohio,Union,North America,58988,"Union, Ohio, US"
US,Oklahoma,Seminole,North America,24258,"Seminole, Oklahoma, US"
US,North Carolina,Pender,North America,63060,"Pender, North Carolina, US"
US,Rhode Island,Providence,North America,638931,"Providence, Rhode Island, US"
US,Puerto Rico,Yabucoa,North America,32282,"Yabucoa, Puerto Rico, US"
US,North Carolina,Pasquotank,North America,39824,"Pasquotank, North Carolina, US"
US,Rhode Island,Newport,North America,82082,"Newport, Rhode Island, US"
US,Puerto Rico,Villalba,North America,21372,"Villalba, Puerto Rico, US"
US,Puerto Rico,Rio Grande,North America,48025,"Rio Grande, Puerto Rico, US"
US,North Carolina,Cleveland,North America,97947,"Cleveland, North Carolina, US"
US,Puerto Rico,Vieques,North America,8386,"Vieques, Puerto Rico, US"
US,North Dakota,LaMoure,North America,4046,"LaMoure, North Dakota, US"
US,North Carolina,Clay,North America,11231,"Clay, North Carolina, US"
US,North Carolina,Montgomery,North America,27173,"Montgomery, North Carolina, US"
US,Puerto Rico,Vega Baja,North America,50023,"Vega Baja, Puerto Rico, US"
US,Pennsylvania,Butler,North America,187853,"Butler, Pennsylvania, US"
US,Oklahoma,Latimer,North America,10073,"Latimer, Oklahoma, US"
US,Texas,Bosque,North America,18685,"Bosque, Texas, US"
US,South Dakota,Brookings,North America,35077,"Brookings, South Dakota, US"
US,Oklahoma,Kiowa,North America,8708,"Kiowa, Oklahoma, US"
US,North Carolina,Stokes,North America,45591,"Stokes, North Carolina, US"
US,South Dakota,Bon Homme,North America,6901,"Bon Homme, South Dakota, US"
US,Oklahoma,Kingfisher,North America,15765,"Kingfisher, Oklahoma, US"
US,North Carolina,Stanly,North America,62806,"Stanly, North Carolina, US"
US,North Carolina,Beaufort,North America,46994,"Beaufort, North Carolina, US"
US,Oklahoma,Kay,North America,43538,"Kay, Oklahoma, US"
US,South Dakota,Dewey,North America,5892,"Dewey, South Dakota, US"
US,North Carolina,Avery,North America,17557,"Avery, North Carolina, US"
US,Oklahoma,Johnston,North America,11085,"Johnston, Oklahoma, US"
US,New York,Tompkins,North America,102180,"Tompkins, New York, US"
US,North Carolina,Ashe,North America,27203,"Ashe, North Carolina, US"
US,Oklahoma,Jefferson,North America,6002,"Jefferson, Oklahoma, US"
US,North Carolina,Lincoln,North America,86111,"Lincoln, North Carolina, US"
US,North Carolina,Anson,North America,24446,"Anson, North Carolina, US"
US,Pennsylvania,Montgomery,North America,830915,"Montgomery, Pennsylvania, US"
US,North Carolina,Lenoir,North America,55949,"Lenoir, North Carolina, US"
US,North Carolina,Alleghany,North America,11137,"Alleghany, North Carolina, US"
US,North Dakota,Eddy,North America,2287,"Eddy, North Dakota, US"
US,North Carolina,Lee,North America,61779,"Lee, North Carolina, US"
US,North Carolina,Alexander,North America,37497,"Alexander, North Carolina, US"
US,North Dakota,Dunn,North America,4424,"Dunn, North Dakota, US"
US,Oklahoma,Custer,North America,29003,"Custer, Oklahoma, US"
US,Puerto Rico,Luquillo,North America,17665,"Luquillo, Puerto Rico, US"
US,Ohio,Gallia,North America,29898,"Gallia, Ohio, US"
US,North Carolina,Gaston,North America,224529,"Gaston, North Carolina, US"
US,North Dakota,McKenzie,North America,15024,"McKenzie, North Dakota, US"
US,Oklahoma,Beckham,North America,21859,"Beckham, Oklahoma, US"
US,North Carolina,Franklin,North America,69685,"Franklin, North Carolina, US"
US,North Dakota,McIntosh,North America,2497,"McIntosh, North Dakota, US"
US,South Carolina,Greenville,North America,523542,"Greenville, South Carolina, US"
US,North Carolina,Wake,North America,1111761,"Wake, North Carolina, US"
US,North Dakota,Wells,North America,3834,"Wells, North Dakota, US"
US,North Carolina,Pamlico,North America,12726,"Pamlico, North Carolina, US"
US,North Carolina,Vance,North America,44535,"Vance, North Carolina, US"
US,South Carolina,Barnwell,North America,20866,"Barnwell, South Carolina, US"
US,North Carolina,Orange,North America,148476,"Orange, North Carolina, US"
US,North Carolina,Union,North America,239859,"Union, North Carolina, US"
US,South Carolina,Bamberg,North America,14066,"Bamberg, South Carolina, US"
US,North Carolina,Onslow,North America,197938,"Onslow, North Carolina, US"
US,North Carolina,Unassigned,North America,0,"Unassigned, North Carolina, US"
US,South Carolina,Anderson,North America,202558,"Anderson, South Carolina, US"
US,North Carolina,Northampton,North America,19483,"Northampton, North Carolina, US"
US,Puerto Rico,Vega Alta,North America,36061,"Vega Alta, Puerto Rico, US"
US,Pennsylvania,Bucks,North America,628270,"Bucks, Pennsylvania, US"
US,Oregon,Lincoln,North America,49962,"Lincoln, Oregon, US"
US,North Carolina,Camden,North America,10867,"Camden, North Carolina, US"
US,Pennsylvania,Bradford,North America,60323,"Bradford, Pennsylvania, US"
US,Oregon,Lane,North America,382067,"Lane, Oregon, US"
US,North Carolina,Caldwell,North America,82178,"Caldwell, North Carolina, US"
US,Pennsylvania,Blair,North America,121829,"Blair, Pennsylvania, US"
US,North Carolina,Scotland,North America,34823,"Scotland, North Carolina, US"
US,North Carolina,Cabarrus,North America,216453,"Cabarrus, North Carolina, US"
US,Pennsylvania,Berks,North America,421164,"Berks, Pennsylvania, US"
US,Ohio,Portage,North America,162466,"Portage, Ohio, US"
US,Oklahoma,Ottawa,North America,31127,"Ottawa, Oklahoma, US"
US,North Carolina,Burke,North America,90485,"Burke, North Carolina, US"
US,Ohio,Pike,North America,27772,"Pike, Ohio, US"
US,New York,Tioga,North America,48203,"Tioga, New York, US"
US,North Carolina,Buncombe,North America,261191,"Buncombe, North Carolina, US"
US,Tennessee,Fayette,North America,41133,"Fayette, Tennessee, US"
US,Ohio,Pickaway,North America,58457,"Pickaway, Ohio, US"
US,North Carolina,Brunswick,North America,142820,"Brunswick, North Carolina, US"
US,New York,Kings,North America,2559903,"Kings, New York, US"
US,Pennsylvania,Westmoreland,North America,348899,"Westmoreland, Pennsylvania, US"
US,Ohio,Perry,North America,36134,"Perry, Ohio, US"
US,North Carolina,Alamance,North America,169509,"Alamance, North Carolina, US"
US,North Dakota,Divide,North America,2264,"Divide, North Dakota, US"
US,Oklahoma,Creek,North America,71522,"Creek, Oklahoma, US"
US,New York,,North America,19453561,"New York, US"
US,Puerto Rico,Loiza,North America,24553,"Loiza, Puerto Rico, US"
US,Oklahoma,Craig,North America,14142,"Craig, Oklahoma, US"
US,New York,Yates,North America,24913,"Yates, New York, US"
US,Ohio,Unassigned,North America,0,"Unassigned, Ohio, US"
US,Oklahoma,Rogers,North America,92459,"Rogers, Oklahoma, US"
US,Oklahoma,Beaver,North America,5311,"Beaver, Oklahoma, US"
US,North Carolina,Forsyth,North America,382295,"Forsyth, North Carolina, US"
US,Oklahoma,Roger Mills,North America,3583,"Roger Mills, Oklahoma, US"
US,South Carolina,Georgetown,North America,62680,"Georgetown, South Carolina, US"
US,North Carolina,Edgecombe,North America,51472,"Edgecombe, North Carolina, US"
US,Oklahoma,Pushmataha,North America,11096,"Pushmataha, Oklahoma, US"
US,South Carolina,Florence,North America,138293,"Florence, South Carolina, US"
US,North Carolina,Durham,North America,321488,"Durham, North Carolina, US"
US,North Dakota,Kidder,North America,2480,"Kidder, North Dakota, US"
US,South Carolina,Fairfield,North America,22347,"Fairfield, South Carolina, US"
US,North Carolina,Duplin,North America,58741,"Duplin, North Carolina, US"
US,North Dakota,Hettinger,North America,2499,"Hettinger, North Dakota, US"
US,New Mexico,,North America,2096829,"New Mexico, US"
US,North Carolina,Davie,North America,42846,"Davie, North Carolina, US"
US,North Dakota,Griggs,North America,2231,"Griggs, North Dakota, US"
US,New Mexico,Valencia,North America,76688,"Valencia, New Mexico, US"
US,Tennessee,Putnam,North America,80245,"Putnam, Tennessee, US"
US,North Dakota,Grant,North America,2274,"Grant, North Dakota, US"
US,New Mexico,Union,North America,4059,"Union, New Mexico, US"
US,New Mexico,Santa Fe,North America,150358,"Santa Fe, New Mexico, US"
US,North Dakota,Grand Forks,North America,69451,"Grand Forks, North Dakota, US"
